title,address,price,price-addition,description,left-side (2),ownership,urgent-label
"Дом, 3-комн., 70 м2, 8 соток","Бишкек, с. Чон-Арык",$ 250 000,21 865 000 сом,"Продаю Дом ! Чон Арык! 8 сот, 70 м 2, газ, все есть, прошу 250 т ..., торг, 0555.94.70.71",2054,N/T,N/T
"Дом, 6 и более комнат, 200 м2, 7.5 соток","Бишкек, Аска-Таш ж/м, Месароша 19/Кронштадская, Профсоюзная, Фучика",$ 200 000,17 492 000 сом,"Продаётся двух этажный дом по Месароше 19/Фучика, профсоюзная,С готовым бизнесом. Красная книга имеется. Отопление газовая,канализация центральная. Сан узлы в двух этажах,баня, очоккана,топка,сарай. Во дворе есть бизнес: времянки с общим сан узлом, в месяц получаете по 8000×3=24000 сом доход,и недос...",5739,N/T,N/T
"Дом, 2-комн., 8 м2, 8 соток",с. Беш-Кунгей,$ 150 000,13 119 000 сом,"Беш-Кунгей, Предлагается к продаже земельный участок с домом, расположенный в предгорной местности. Участок огорожен забором из бетонных блоков с элементами кирпичной кладки, а въездная группа состоит из металлических кованых ворот и калитки. На территории участка находится одноэтажный дом под черно...",1673,N/T,N/T
"Дом, 5-комн., 135 м2, 5 соток","Бишкек, Манаса-Кудрука, Шорина 46/Профессора Зимы",$ 320 000,27 987 200 сом,"Продаётся комфортный 2‑этажный дом с качественным ремонтом. В ходе ремонта полностью обновлены электрика, сантехника и система отопления. По всему дому — водяные тёплые полы, благодаря чему дома особенно уютно в холодное время года. Дом расположен в тихом и безопасном районе, дорога до центра зани...",564,N/T,N/T
"Дом, 6 и более комнат, 688 м2, 7 соток","Бишкек, Завод Кока-Кола, Вороского 9",$ 410 000,35 858 600 сом,"Продается добротный дом 🏢Комнат: 16 🏘️Район: Пишпек 📊Состояние: Строящиеся ПСО 📄Документы: Тех.паспорт (ДКП), Красная книга 📐Площадь: 688 м² (жилая 688 м²) 🏢Этаж: 2 из 2 🪑Мебель и техника: Без мебели 🔌Коммуникации: Газ, Электричество, Централизованная канализация, Аристон 💰Оплата: Наличка,...",105,N/T,N/T
"Дом, 4-комн., 170 м2, 2 сотки","Бишкек, БГУ, Джунусалиева/Айни",$ 323 000,28 249 580 сом,"Продается Таунхаус! 2-уровневый дом 📍 Джунусалиева/Айни 🔸 Дом построен из качественных материалов. На 1-этаже: прихожая, холл, кухня, большая гостиная , ванная комната На2-этаже: 3 спальни , ванная комната На 🔸 Площадь: 170м2 📕 Участок: 2 сотки 🔸 Все коммуникации центральные, отопление газовое, ...",120,N/T,N/T
"Дом, 6 и более комнат, 160 м2, 4 сотки","Бишкек, Старый толчок",$ 162 000,14 168 520 сом,🔥🔥СРОЧНО ПРОДАЮ !!! 1.5 этажный дом жженый кирпич 🧱 утепленный. 4 сотки. Р-н Тоголок Молдо/Щербакова. ‘’Старый толчок’’ 💵💵💵💵💵💵💵 Цена 162 000 $$$ 🏡 Дом 1.5 этажный дом жженый кирпич 🧱 утепленный ✅ 6 комнат ✅ Общая площадь 160м2 ✅ Гостевой дом ☘️4 сотки ✅ Отопление смешанное: Эл...,1645,N/T,N/T
"Дом, 3-комн., 30 м2, 5 соток","с. Новопокровка, Кирова",$ 75 000,6 559 500 сом,"Продается времянка в с. Новопокровка (начало) 🔑 Характеристики: • Площадь участка: 4,5 соток по факту 6 соток • Площадь дома: 30 м² • Комнат: 3 комнаты • Ремонт: старый ремонт • Отопление: газовое • Коммуникации: газ подключен • Мебель: с мебелью 🏠 На участке: • Баня • Гараж • Подвал, пог...",903,N/T,N/T
"Дом, 6 и более комнат, 270 м2, 8 соток","Бишкек, КНУ, Куренкеева/Турусбекова",$ 699 000,61 134 540 сом,"💎 Продаётся шикарный новый особняк с дорогой мебелью и техникой! 💎 📍 Район Национального университета, Церковь, ул. Турусбекова / Куренкеева (Фаиза) 🔹 Площадь участка: 7,5 соток (по факту 8,5 соток) 🔹 Площадь дома: 270 м² 🔹 Дом: 2 этажа, 6 комнат + 2 отдельных Особенности: ✅ Новый современный ре...",367,N/T,N/T
"Дом, 6 и более комнат, 165 м2, 7 соток","Бишкек, Аламединский рынок, Буденного/Муса Джалиля",$ 335 000,29 299 100 сом,"🔥🔥СРОЧНО ПРОДАЮ !!! 2 дома на первой линии — идеальный вариант под бизнес или строительство! 📍 Район: Аламединский рынок, пересечение М. Джалила / Будённого 📏 Площадь участка: 4 сотки 📕 (по факту 7.3 сотки!) 💵 Цена: 335 000 $ 🏡 2 дома саманные ☘️ ✅ 4 + 3 комнаты ✅ Общая площадь: 165 м² ✅ Отоплени...",116,N/T,N/T
"Дом, 6 и более комнат, 350 м2, 3 сотки","Бишкек, с. Кок-Джар",$ 280 000,24 488 800 сом,"🔥🔥 СРОЧНО ПРОДАЮ! Новый 3-х уровневый дом из жжёного кирпича, ПСО (под самоотделку). Ташкентский проект — современная планировка и надёжное строительство! 📍 Локация: ж/м Кок-Жар, рядом ВИП-городок «Ачекей» и новый стадион. ✨ Идеальное место для комфортной жизни: ✅ В шаговой доступности — школа, дет...",148,N/T,N/T
"Дом, 5-комн., 168 м2, 5 соток",с. Кой-Таш,$ 260 000,22 739 600 сом,"🔥🔥 СРОЧНО ПРОДАЮ!!! 🔥🔥 🏡 Новый дом из жжёного кирпича, утеплённый 📍 Село Кой-Таш 📏 Площадь участка: 5 соток 💵 Цена: 260 000 $ ✅ Новый современный дом ✅ Планировка: 5 комнат ✅ Общая площадь: 168 м² ✅ Участок: 5 соток 📕 ✅ Отопление: электро / твёрдое топливо ✅ Коммуникации: вода, электричество ✅ Док...",105,N/T,N/T
"Дом, 4-комн., 184 м2, 4 сотки","Бишкек, АУЦА, Иманалиева",$ 200 000,17 492 000 сом,"🔥🔥 СРОЧНО ПРОДАЮ !!! 🏡 Новый 2-х этажный дом из жжёного кирпича, утеплённый 📍 Локация: с. Орто-Сай 📐 Площадь участка: 3.6 сотки (по документам) 📅 Год постройки: 2023 💵 Цена: 200 000 $ ✨ Описание дома: ✅ 2 этажа, прочный жжёный кирпич 🧱, утеплён ✅ Общая площадь — 184 м² ✅ 4 просторные комнаты ✅ О...",136,N/T,N/T
"Дом, 4-комн., 70 м2, 4.6 сотки","Бишкек, с. Нижняя Ала-Арча",$ 69 000,6 034 740 сом,"Продаю дом в 10 мин от центра, район старый толчок,участок 4.6 сотки по документам 4 сотки,дом 70КВ.м 4 комнаты, отопление газовое, центральная канализация",542,N/T,N/T
"Дом, 3-комн., 76 м2, 4.6 сотки","Бишкек, Азия Молл",$ 368 800,32 255 248 сом,"Продаётся дом 76 кв. Участок 4,6 сотки 🏠. ПРОДАЕТСЯ хороший, среднего размера дом, в отличном районе - за Азия молл вторая улица. Все в шаговой доступности -центр города в двух остановках , школы, 2 горбольница, детсады, БГУ, Автодородный техникум, Политех . Добраться можно в любой район гор...",593,N/T,N/T
"Дом, 3-комн., 80 м2, 5 соток","Бишкек, Ак-Орго ж/м, Чамгарак",$ 120 000,10 495 200 сом,Продаётся двухэтажный дом у участком Участок 5 соток Участок ровной формы не кривой квадратный Подключены все центральные коммуникации Площадь самого дома 80 м2 Компактный уютный теплый домик Также рассматриваем обмен на квартиру в микрорайонах с вашей доплатой,407,N/T,N/T
"Дом, 5-комн., 187 м2, 5 соток","Бишкек, Восточный автовокзал, Тургенева",$ 310 000,27 112 600 сом,"✨ Продается дом в Бишкеке — район новой мечети (Жибек Жолу) ✨ Если вы давно мечтаете о доме, куда можно заехать и жить без лишних хлопот — этот вариант для вас! 🏡 Дом кирпичный, построен в 2013 году. 📐 Площадь — 187 м², участок — 5 соток. 📍 Удобное расположение, широкая асфальтированная улиц...",878,N/T,N/T
"Дом, 5-комн., 97 м2, 3 сотки","Бишкек, с. Маевка, Новая 52а/Виноградная",$ 93 000,8 133 780 сом,N/T,76,N/T,N/T
"Дом, 6 и более комнат, 205 м2, 1539 соток","с. Кожомкул (бывш. с. Военно-Антоновка), Токтогул",$ 170 000,14 868 200 сом,"Площадь участка: 16 соток 🧱 Дома и постройки полностью кирпичные Объекты на участке: • Основной дом– 8 комнат, кухня • Второй дом – 3 комнаты + баня и туалет • Большой сарай • Летняя кухня с погребом • Тапчан 🔹 Коммуникации: • Свет, вода • Асфальтированная дорога 🔹 Дополнительно: • Боль...",1472,N/T,N/T
"Дом, 3-комн., 80 м2, 4 сотки","Бишкек, Пишпек ж/м/Репина",$ 125 000,10 932 500 сом,"Срочно! Продаю дом 80кв.м в районе бывшего ипподрома Пишпек ул. Саратовский переулок (улица широкая) Дом очень теплый экономный на отоплении (газ) в доме все удобства Можно сдавать по 800$ Есть школы, садики рядом.",73,N/T,N/T
"Дом, 2-комн., 85 м2, 4 сотки","Бишкек, Рухий Мурас ж/м, Рухий Мурас 2/горького",$ 100 000,8 746 000 сом,"🏡 Продаётся дом в престижном районе — Рухий Мурас 2 7 улица ✨ Отличный вариант для комфортного проживания или ведения бизнеса! Можно под магазин или швейный цех со всеми удобставми, участок угловой, конечная маршрутки 244, в будещем напротив будет школа 📍 Характеристики дома: • Общая площад...",419,N/T,N/T
"Дом, 5-комн., 120 м2, 3.8 сотки","Бишкек, Кузнечная крепость",$ 180 000,15 742 800 сом,"Продаётся уютный и тёплый дом в самом сердце Бишкека! ЦУМ / ГУМ — всего 800 метров! Идеальное расположение для комфортной жизни: центр города, но в тихом и спокойном районе. Удобный, развитая инфраструктура — всё рядом: школы, детсады, магазины, аптеки, остановки, парки и прогулочные зоны. Характе...",2073,N/T,N/T
"Дом, 5-комн., 295.5 м2, 4 сотки","Бишкек, Рухий Мурас ж/м",$ 205 000,17 929 300 сом,"Идеально для детского сада/ дополнительного образования. Продаю добротный дом в жилмассиве Рухий-Мурас, рядом со школой. Строили для себя. Дом очень светлый, зимой - тепло, летом- прохладно, стены в 2,5 кирпича. Есть баня, очок-кана. Дом готов к заселению. Хорошая инфраструктура, продаём в связи с ...",5544,N/T,N/T
"Дом, 4-комн., 150 м2, 4.5 сотки","Бишкек, с. Чон-Арык, Подольская 6",$ 310 000,27 112 600 сом,"🏡 Продаётся уютный двухэтажный дом с видом на горы! Дом расположен в отличном, тихом и благоустроенном районе с удобной транспортной развязкой — рядом всё необходимое для комфортной жизни. 🌄 Из окон открывается красивый вид на горы. 🔸Все коммуникации подключены. 🔸Большой чистый двор, просторные к...",486,N/T,N/T
"Дом, 5-комн., 150 м2, 5 соток","Бишкек, Кок-Жар ж/м",$ 250 000,21 865 000 сом,Продаю мансардный дом! ж/м Кок Жар. Ахунбаева/ Молдокулова. Участок 5 соток. Площадью 150 м2. Дом кирпичный. 5 комнат. Отопление газовое. Цена 250000$ 0708778553wa,314,N/T,N/T
"Дом, 4-комн., 177 м2, 16.5 соток","Бишкек, Киргизия 1 ж/м, Самойленко 71а",$ 825 000,72 154 500 сом,широкая асфальтированная улица навес для 2х авто и парковка на 2 машины.,344,N/T,N/T
"Дом, 4-комн., 47 м2, 1.5 сотка","Бишкек, Восточный автовокзал",$ 60 000,5 247 600 сом,N/T,12044,N/T,N/T
"Дом, 6 и более комнат, 150 м2, 4 сотки","Бишкек, Старый толчок, Тоголок молдо 259/Щербакова",$ 250 000,21 865 000 сом,N/T,53,N/T,N/T
"Дом, 6 и более комнат, 200 м2, 5 соток","Бишкек, Ак-Ордо ж/м, Жаныш-Байыш 42/Каркыра",$ 220 000,19 241 200 сом,Престижный новый дом в районе Ак-ордо 1 с дизайнерским ремонтом ❤️,81,N/T,N/T
"Дом, 5-комн., 96 м2, 2 сотки","Бишкек, КНУ, Кекол 4а/Ташкентская",$ 180 000,15 742 800 сом,"Дом расположен в самом центре города, в шаговой доступности находятся филармония, магазины, школы, детские сады и остановки общественного транспорта. Отличный вариант как для комфортного проживания, так и для инвестиций",1001,N/T,N/T
"Дом, 4-комн., 58 м2, 19 соток",с. Арашан,$ 190 000,16 617 400 сом,"Красная книга, 19 соток. 22.6м * 84м, (+ 4 сотки зеленая книга под парковку и озеленение) ул. Нижняя Стройка, 21",58,N/T,N/T
"Дом, 4-комн., 95 м2, 4 сотки","Бишкек, Махатма Ганди - БЧК, Atbashinskaya",$ 130 000,11 369 800 сом,"Продаётся дом. Удобное расположение. Ближайшее известное пересечение улиц Жибек Жолу/Молодая Гвардия, ул. Атбашинская. Дом расположен в 100м от Мололой Гвардии. Общественный транспорт едет во все направления в городе. До центра города 5 мин.  Новый высокий забор и ворота. Большой двор на 3 машины. Х...",3443,N/T,N/T
"Дом, 3-комн., 70 м2, 5 соток","Нарынская область, Нарын, Т.Эралиева 50",$ 40 500,3 542 130 сом,"Дом с хозпостройками в тихом спокойном районе города, рядом парк, детсад, школа. Площад участка по красной книге 5 соток по факту 10 соток. Юридически чистый, готов к переоформлению. Цена 36,5 тыс. $ есть торг. по доп. вопросам связаться по тел: 0501 37 68 39.",2273,N/T,N/T
"Дом, 5-комн., 90 м2, 7 соток","с. Беш-Кунгей, Сарыбагыша 87а",$ 250 000,21 865 000 сом,0708718806 дом по главной дороге Первая линия Хороший район летом прохладно Из транспорта автобус 51 и 12 микроавтобус 200 рядом школа детский сад,1850,N/T,N/T
"Дом, 4-комн., 66 м2, 17.3 соток","Бишкек, с. Новопавловка",$ 250 000,21 865 000 сом,N/T,2763,N/T,N/T
"Дом, 6 и более комнат, 170 м2, 17 соток","с. Ленинское, Садовая 48/пер. Зелёный",$ 158 000,13 818 680 сом,"ПРОДАЮ ДОМ!!! с.Ленинское, (вторая линия), 200 м. до Алматинки. Вся инфраструктура в шаговой доступности (поликлиника, школа, музыкальная школа, детский сад, детский учебный центр BigWay, магазины, аптеки, кафе, автомойки, обменки, Аквалаб, частный медцентр, Глобус, училище, центр отдыха с бассейн...",3378,N/T,N/T
"Дом, 4-комн., 4 м2, 4000 соток","Бишкек, КНУ, Куренкеева 342/Атбашинская",$ 130 000,11 369 800 сом,Продается дом самая выгодная цена,108,N/T,N/T
"Дом, 3-комн., 60 м2, 2 сотки","Бишкек, Орозбекова - Жибек-Жолу, Жибек-Жолу 441",$ 250 000,21 865 000 сом,N/T,1017,N/T,N/T
"Дом, 2-комн., 50 м2, 2 сотки","Бишкек, Орозбекова - Жибек-Жолу, Жибек-жолу 441/Эркиндик",$ 250 000,21 865 000 сом,продается участок под бизнес или застройку. Дом выходит на Жибек-Жолу.,995,N/T,N/T
"Дом, 4-комн., 100 м2, 4 сотки","Бишкек, Арча-Бешик ж/м, Камбар-Ата 123",$ 170 000,14 868 200 сом,"🏡 Продаётся 2-этажный кирпичный дом в ж/м Арча-Бешик! ✨ Уютный, тёплый и просторный дом, полностью готов к проживанию! 📏 Площадь дома: 100 м² 🌿 Участок: 4 сотки 📍 Район: ж/м Арча-Бешик 🧱 Дом кирпичный, утеплён пенопластом 🎨 Фасад — декоративная «шуба» 🚪 Участок огорожен забором, есть во...",2008,N/T,N/T
"Дом, 5-комн., 158 м2, 4 сотки","Бишкек, с. Маевка, Новая",$ 75 000,6 559 500 сом,"Новый жилой кирпичный дом 158 м2 под ПСО Центр с. Маевка В дом заведены вода, электричество, газ. В доме работает отопление, требуется внутренняя отделка. По проекту предусмотрено 2 сан/ узла, куда заведены все необходимые коммуникации. Реальному покупателю, в качестве бонуса, останутся отдело...",267,АГЕНТ,N/T
"Дом, 4-комн., 100 м2, 4 сотки","Бишкек, Старый толчок, Тоголок Молдо 270/тоголок Молдо шербакова",$ 150 000,13 119 000 сом,"Продаю дом , 100м2 кирпичный, состояние среднее..под бизнес!!! Первая линия!!!!! участок 4 соток.. Тоголок Молдо-270.. Срочно!!!Срочно!!! 150тыс$ тел:0550101051.. 0501101051",1925,СОБСТВЕННИК,N/T
"Дом, 5-комн., 100 м2, 7 соток","Бишкек, с. Пригородное, Дорожная 37а",$ 273 000,23 876 580 сом,N/T,1289,СОБСТВЕННИК,N/T
"Дом, 6 и более комнат, 250 м2, 4 сотки","Бишкек, Арча-Бешик ж/м, 14",$ 450 000,39 357 000 сом,"Продается новый двухэтажный особняк в престижном районе Арча-Бешик. 250кв.м. 4соток Все коммуникации центральные Дорогой качественный ремонт 1,5кирпича. Утепление: базальт. Фасад : жидкий травертин Цоколь : натуральный керамогранит 3сан.узла, водяной теплый пол Бойлер обеспечивающий бес...",336,СОБСТВЕННИК,N/T
"Дом, 5-комн., 152 м2, 4 сотки","Бишкек, с. Мыкан",$ 115 000,10 057 900 сом,"Продается двухуровневый дом в новостройки ГЭС-3 (ориентир село Садовая). Дом построен в 2020 году, площадью 152 кв.м., участок 4 соток. Дом расположен на свежей асфальтированной центральной дороге. На участке своя артезианская скважина и септик. Установлено электрическое отопление с системой ""теп...",2589,СОБСТВЕННИК,N/T
"Дом, 4-комн., 102.4 м2,","Бишкек, с. Орто-Сай",$ 185 090,16 188 000 сом,". Продаю дом в Орто-сай по улице Ормокоева . От Советскрй по ул. Ормокоева до дома примерно 600 м-700 метров . Общая площадь дома 102, 4 м2 . Участок 4 сотки , а по факту 5 соток . В домой 4 комнаты . Комнаты изолированые , сан/узел совмещённый . Так же есть уборная на улице . Во дворе есть...",1928,СОБСТВЕННИК,N/T
"Дом, 4-комн., 95 м2, 4.5 сотки","с. Ленинское, Прохладная 17/Зеленый переулок",$ 65 000,5 684 900 сом,"Продаю дом, со всеми документами , участок размером 4,5 соток . Реальному покупателю скидка. Возможен обмен на квартиру в городе .",2433,СОБСТВЕННИК,N/T
"Дом, 5-комн., 130 м2, 10 соток","Бишкек, Ала-Тоо м-н",$ 195 000,17 054 700 сом,N/T,53,СОБСТВЕННИК,N/T
"Дом, 6 и более комнат, 308 м2, 6 соток","Бишкек, Политех 3",$ 625 000,54 662 500 сом,"Продам два новых дома на соседних участках. ЦЕНА УКАЗАНА ЗА 1 ДОМ. Дома построены по одному проекту в европейском стиле. Дома полностью отделаны, не заселялись. Площадь дома 308 м², площадь каждого участка 6 соток. Дома находятся в районе ул.Ахунбаева х Душанбинская. Ул. Целинная д.3 и 5. Дома постр...",19226,СОБСТВЕННИК,N/T
"Дом, 4-комн., 100 м2, 4 сотки","Бишкек, Советская - Скрябина, Ташиева 49",$ 230 000,20 115 800 сом,Продается участок 4.2 соток Красная книга Цена: 255 000 $ сша,1313,СОБСТВЕННИК,N/T
"Дом, 4-комн., 118 м2, 4 сотки","Бишкек, Ак-Ордо ж/м, Седеп 36 (участок 180) 36/гагарина",$ 142 000,12 419 320 сом,"✨ Ваш новый дом в Ак‑Ордо 1 ждёт вас! ✨ 🏡 Продаю уютный, тёплый дом в отличном месте – ближе к дороге Гагарина / Седеп. Заезжайте хоть сегодня – всё готово для комфортной жизни! ✅ 118 м² жилой площади ✅ 4 сотки земли с плодоносящим садом ✅ Стены из утеплённого кирпича – тёплый зимой и прохл...",1486,СОБСТВЕННИК,N/T
"Дом, 3-комн., 50 м2, 2.1 сотки","Бишкек, Завод Кока-Кола",$ 102 332,8 950 000 сом,"ПРОДАЕТСЯ ДОМ Находится на первой линии по ул. Лущихина, пересекает ул. Чайковского. Дом отлично подойдет для пожилой пары, кто хотел бы жить «на земле», либо для семьи с детьми, есть место во дворе для игр и огорода. Возможно коммерческое использование под магазин, шиномонтаж, салон красоты. ...",81,СОБСТВЕННИК,N/T
"Дом, 4-комн., 67.5 м2, 3 сотки","Бишкек, Советская - Щербакова, Пер. Аральский/Советская Аральский",$ 78 000,6 821 880 сом,"Продаётся пол дома 4 комнаты , 67.5 кв м. двор на 2 машины , навес , брусчатка, хоз постройки .сан узел и ванна в доме , есть и на улице.Баня , Всё центральное . Рядом школы , базары , аптеки , дет.сады , карагачевая роща .",5155,СОБСТВЕННИК,N/T
"Дом, 3-комн., 160 м2, 6.3 соток","Бишкек, Кара-Жыгач ж/м, Шаты 46/Оберон",$ 205 000,17 929 300 сом,"Жилой дом с не большим навесом 200 м от улицы Анкара. Возможен обмен на квартиру или авто с доплатой За наличку хороший торг!!! - Отдельностоящий дом на огороженном участке. - Площадь участка 6,3 сотых - Крытая зона - Главный вход через крыльцо с широкими ступенями и металлическими перилами. - ...",111,СОБСТВЕННИК,N/T
"Дом, 5-комн., 250 м2, 3 сотки","Бишкек, Лебединовка",$ 250 000,21 865 000 сом,продам дом 250м2 3-ое остекление подогрев полов кондиционер полностью с мебелью 3 спальни 2 фае зал подсопка с/у вложений не требует мебель бытовая техника все остается,1952,СОБСТВЕННИК,N/T
"Дом, 6 и более комнат, 160 м2, 5 соток","Бишкек, Ак-Ордо ж/м, Замандаш 53/калыгул бай уулу",$ 140 000,12 244 400 сом,продаётся добротный дом.,4297,СОБСТВЕННИК,N/T
"Дом, 6 и более комнат, 106.7 м2, 10 соток","Кант, Ленина/Забайкальская",$ 105 000,9 183 300 сом,"Салам алейкум всем...Продаю дом в селе Люксембург, участок 10 соток, состояние хорошее, реальным клиентам будет уступка, рассмотрим варианты обмена на кв. в Бишкеке или авто с вашей доплатой....",9279,СОБСТВЕННИК,N/T
"Дом, 6 и более комнат, 450 м2, 3 сотки","Бишкек, Ак-Орго ж/м, Алыкулова/Гагарина",$ 375 000,32 797 500 сом,"🏡 ПРОДАЮ Дом с доходом и уютом - готовый бизнес для вас! Представьте место, где ваш бизнес будет не просто работать, а жить, вдохновлять и приносить стабильный доход. Такой дом уже ждёт вас! ✨ Первая линия ул. Алыкулова – Гагарина ✨ Площадь дома 400 м², три этажа ✨ Участок 3 сотки + 2 сотки в арен...",591,СОБСТВЕННИК,N/T
"Дом, 4-комн., 130 м2, 10 соток","Бишкек, с. Кок-Джар, Табалды уулу Абдралы 44",$ 350 000,30 611 000 сом,N/T,143,СОБСТВЕННИК,N/T
"Дом, 5-комн., 170 м2, 6 соток","с. Беш-Кунгей, Кенжакунова Марата 7",$ 330 000,28 861 800 сом,"Продаётся новый современный 1 этажный дом в экологически чистом районе Беш-Кунгей, всего в 15 минутах от центра города. Дом построен из качественных материалов по современным стандартам строительства. Чистый воздух, близость гор и тишина создают атмосферу загородной жизни с комфортом городской инфра...",121,СОБСТВЕННИК,N/T
"Дом, 4-комн., 100 м2, 7 соток","Бишкек, Кызыл-Аскер ж/м 78",$ 119 049,10 412 000 сом,"продается дом на первой линии с хорошим коммерческим потенциалом, участок 4 соток.по факту больше, красная книга , документы на руках. локация :Белгородская Алыкулова.Дом 100м2 кирпичный , фундамент высоки,потолки натяжные,полы деревянные застелен линолиум, отопление комби газовый котел Бакси,устан...",1623,СОБСТВЕННИК,N/T
"Дом, 3-комн., 56.28 м2, 2 сотки","Иссык-Кульская область, с. Кара-Ой",$ 85 000,7 434 100 сом,"Продаю бунгало в отличном месте, на территории ЦО Фонтан, отличный пляж, шикарная панорама. До берега около 250 метров.",5767,СОБСТВЕННИК,N/T
"Дом, 4-комн., 150 м2, 20 соток","с. Кожомкул (бывш. с. Военно-Антоновка), Красноармейская 55",$ 180 000,15 742 800 сом,"Продаётся частный домовладение с хозяйственным двором и садом. - Участок: просторный, с внутренним двором, проездами и открытыми площадками. Во дворе установлены уличные фонари, есть деревья и зелёная зона. - Постройки: несколько капитальных и лёгких хозпостроек под склад, мастерскую, содержание жи...",636,СОБСТВЕННИК,N/T
"Дом, 3-комн., 55 м2, 30 соток","Иссык-Кульская область, с. Ак-Суу (Теплоключенка) 116",$ 130 000,11 369 800 сом,"В селе Теплоключенка Иссык-Кульская область, Ак-Сууйский район продаем дом (две комнаты, кухня 12кв., веранда) . Участок 30 соток (+25 соток возле речки) , погреб (на 25 тонн ), водопровод (в доме установлен аристон), баня, летняя кухня (недостроенная), сад: молодые яблони, 2 грецких ореха взрослы...",1124,СОБСТВЕННИК,N/T
"Дом, свободная планировка, 300 м2, 5 соток","Бишкек, Ак-Орго ж/м",$ 172 000,15 043 120 сом,"🌟 ТВОЙ ШАНС ВЛОЖИТЬСЯ В МЕЧТУ! 🌟 🏡 Недостроенный дом в отличном районе Ак-Орго — по цене только участка! 💥 Участки в этом районе стоят от $172,000, а ты получаешь: 🔸 5 соток земли 🔸 Капитальный кирпичный дом 300 м² 🔸 Цоколь уже готов — стройся и заезжай! 🔸 Крутая планировка + проект с уютной...",615,АГЕНТ,N/T
"Дом, 6 и более комнат, 450 м2, 22 сотки","Бишкек, с. Кок-Джар 22",$ 670 000,58 598 200 сом,"Продается уникальная недвижимость с большим земельным участком и стратегическим расположением. 📍 Локация: Кок Джар, ул. Егинбаева 22, угол ул. 7 Апреля × Полевая. Направление — гольф-клуб Ала-Тоо, рядом ресторан Супара. Высокий транспортный поток и отличная видимость делают объект идеальным для ко...",1019,N/T,N/T
"Дом, 3-комн., 70 м2, 3 сотки","Бишкек, Пишпек ж/м",$ 136 000,11 894 560 сом,"Продаю теплый удобный дом, тихий район, -2 просторные комнаты -большая кухня -санузел с теплым полом. -отопление газовое -парковка на 2 машины крытая -роллворота -видеонаблюдение внутри и снаружи дома -брусчатка во дворе -есть место для газона, растет желтая черешня -документы в порядке, красная кн...",673,N/T,N/T
"Дом, 6 и более комнат, 750 м2, 8 соток","Бишкек, Магистраль",$ 1 100 000,96 206 000 сом,"Продаётся 4-уровневый особняк 750 кв.м за $1 100 000 Роскошный просторный особняк в отличном состоянии с предчистовой отделкой — идеальный вариант для тех, кто хочет создать дом своей мечты под индивидуальный дизайн. Характеристики: ✔ Общая площадь: 750 кв.м ✔ 4 уровня: цоколь, 1-й и 2-й э...",1486,N/T,N/T
"Дом, 6 и более комнат, 110 м2, 9 соток","Бишкек, Советская - Щербакова",$ 135 000,11 807 100 сом,"Продается жилой дом в пяти минутах езды от центра города. Большой участок, возможно под строительство или бизнес. Все вопросы по телефону. Обмен не рассматриваю. Торг при осмотре.",984,N/T,N/T
"Дом, 4-комн., 300 м2, 22 сотки","с. Таш-Мойнок, Новая 60/Проектируемая",$ 770 000,67 344 200 сом,"Продается уютный дом за городом в селе Таш-Мойнок. От города 15–20 минут езды, вверх по Алма-Атинской, с отдельным заездом в тупике, место уединённое и тихое, без шума машин и посторонних соседей. Участок площадью 22 сотки, из которых около 80% засажено елями и соснами, создающими ощущение мини-запо...",3797,N/T,N/T
"Дом, 4-комн., 100 м2, 5.2 соток","Токмок, Карла Маркса/Межевая",$ 85 000,7 434 100 сом,"Продаётся в с. Чуй теплый дом, 3 спальни, зал, кухня, веранда имеется центральный водопровод, 3 фазы, отопление котёл на твёрдом топливе, есть возможность подключить газ. Есть гараж, летняя кухня, баня, хоз.постройки, двор под навесом, имеется красная книга, рядом школа, больница. Место тихое, спо...",1851,N/T,N/T
"Дом, 3-комн., 60 м2, 6 соток","Бишкек, Ден Сяопина - Фучика, улица Кронштадтская 13/1/ул.Бородина",$ 90 000,7 871 400 сом,"Продаю 3х комнатную квартирк б/т,со всеми удобствами: газ, вода, ц/ канализация, телефон+ участок 6 соток, сад, огород, хоз.постройки, летняя кухня. т.996708557733",5650,N/T,N/T
"Дом, 6 и более комнат, 160 м2, 5 соток","Джалал-Абадская область, Джалал-Абад, Парковая 25",$ 61 743,5 400 000 сом,"🏡 Продаётся 5-комнатный дом с жилым цокольным этажом. 📍 г. Джалал-Абад, район Дача, ул. Парковая, д. 25 — Просторный дом из жжёного кирпича — Высокие потолки, большие комнаты — Полностью жилой цоколь с тёплым полом — В цоколе: санузел, котельная и кладовая 🌿 Участок 5 соток — огорожен, с плодовыми д...",401,N/T,N/T
"Дом, 5-комн., 210 м2, 4 сотки","Бишкек, Арча-Бешик ж/м, Алты Тутун",$ 280 000,24 488 800 сом,N/T,89,N/T,N/T
"Дом, 5-комн., 120 м2, 4.4 сотки","Бишкек, с. Джал, 60 лет СССР 31",$ 90 000,7 871 400 сом,"Продаю дом в селе Джал. 2009 года постройки. 1,5 этажный. Центральная канализация в конце участка. Ремонт свежий. Зал, детская комната, спальня,холл большой/кухня, коридор, ванная комната, +2комнаты, топка. В шаговой доступности школа,дет.сад, родниковая вода. Маршрутки, автобусы, такси. Тор...",3900,N/T,N/T
